,Unnamed: 0.1,Unnamed: 0,listing_type,property_name,society,price,per_sqft,bedroom,bathroom,configuration,area,area_with_type,area_type,floor_number,facing,age_possession,furnish_details,balcony,additional_rooms,features,description,address,location,nearby_location,property_id,rating,reviews,link
1393,,,Individual,"3 BHK Flat in Sector 49, Gurgaon","3 BHK Flat in Sector 49, Gurgaon",₹3.25 Cr,"₹18,583 /sqft",3.0,3.0,3 BHK,1748.0,"1,748 sqft",Super Built-up,,,Ready To Move,Semi-Furnished,4.0,Pooja Room,Parking,"This lovely 3bhk plus store apartment for sale in vatika city ,sector 49 gurgaon. 3 bathrooms & more than 4 balconies attached. The flat is built on 1776 sq.Ft. Area. This property has pooja room, as well. Ease of access to 1 covered parking within society. This flat is situated at ground floors. This is a 5-10 years old society. This is a semi-Furnished flat. Furnishing options provided - 19 l...",Vatika City,Vatika City,Ground Floor Recently Renovated,86282850.0,,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-vatika-city-sector-49-gurgaon-1749-sq-ft-spid-Q86282850
1394,,,Individual,"3 BHK Flat in Sector 49, Gurgaon","3 BHK Flat in Sector 49, Gurgaon",₹3.15 Cr,"₹19,649 /sqft",3.0,3.0,3 BHK,1603.0,"1,603 sqft",Super Built-up,1st floor,,Ready To Move,Semi-Furnished,4.0,Pooja Room,Parking,"This lovely 3bhk plus store apartment for sale in vatika city ,sector 49 gurgaon. 3 bathrooms & more than 4 balconies attached. The flat is built on 1665 sq.Ft. Area. This property has pooja room, as well. Ease of access to 1 covered parking within society. This flat is situated at 1st floors. This is a 5-10 years old society. This is a semi-Furnished flat. Furnishing options provided - 19 ligh...",Vatika City,Vatika City,Recently Renovated Gated Society,85715196.0,,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-vatika-city-sector-49-gurgaon-1603-sq-ft-spid-U85715196
1395,,,Individual,"2 BHK Flat in Sector-33 Sohna, Gurgaon","2 BHK Flat in Sector-33 Sohna, Gurgaon",₹1.4 Cr,"₹11,618 /sqft",2.0,2.0,2 BHK,1205.0,"1,205 sqft",Super Built-up,,North,Ready To Move,,2.0,,,"This 2 bhk flat is located in ashiana anmol, which houses some of the most spacious flats in sector-33 sohna, gurgaon. This residential flat is north-Facing direction. The flat is over 1205 sq.Ft. Super built up area and comes with 2 bedroom(s), 2 bathrooms and 2 balconies. This flat lies on the 5th level of a 14 storey building. This is a ready to move project and the property is 0-1 year old....",Ashiana Anmol,Ashiana Anmol,North Facing Newly Constructed,87026352.0,,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-ashiana-anmol-sector-33-sohna-gurgaon-1205-sq-ft-spid-U87026352
1396,,,Individual,"3 BHK Flat in Sector 104, Gurgaon","3 BHK Flat in Sector 104, Gurgaon",₹3.3 Cr,"₹13,469 /sqft",3.0,4.0,3 BHK,2450.0,"2,450 sqft",Super Built-up,,,Ready To Move,,,,"Power Backup, Club House, Piped Gas",This is a very well maintained project as well as the club house is full of ameneties one could ask for. Additional details : Piped gas facility is available in the property. The apartment has borings water supply. Daily needs shopping could be done within the society premises to make the stay convinent. Full power backup is available. There is also a separate washroom for domestic help. The so...,Puri Emerald Bay,Puri Emerald Bay,,67495144.0,,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-puri-emerald-bay-sector-104-gurgaon-2450-sq-ft-r11-spid-X67495144
1397,,,Individual,"3 BHK Flat in Sector 69, Gurgaon","3 BHK Flat in Sector 69, Gurgaon",₹2.23 Cr,"₹13,086 /sqft",3.0,3.0,3 BHK,1704.0,"1,704 sqft",Super Built-up,12th floor,East,Ready To Move,,3.0,,,"Tulip yellow is one of gurgaon's most sought after destination for apartments and this 3 bhk flat in sector 69 gurgaon is your opportunity to be a part of this community. The flat is facing the east direction. Constructed on a super built up area of 1704 sq.Ft., the flat comprises 3 bedroom(s), 3 bathrooms and more than 3 balconies. The property is located on the 12th floor of a 26 floors tall ...",Tulip Yellow,Tulip Yellow,East Facing Newly Constructed,87714178.0,,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-tulip-yellow-sector-69-gurgaon-1704-sq-ft-spid-B87714178
1398,,,Individual,"3 BHK Flat in Sector 90, Gurgaon","3 BHK Flat in Sector 90, Gurgaon",₹2.02 Cr,"₹9,715 /sqft",3.0,3.0,3 BHK,1930.0,"1,930 sqft",Super Built-up,19 floor,,Ready To Move,,4.0,,,"Located in the popular residential address of sector-90 gurgaon, gurgaon, dlf new town heights 1 is one of the most preferred destination for apartments in gurgaon. This 3 bhk flat is your ticket to be a part of this community. The apartment is north-Facing. Constructed on a super built up area of 1930 sq.Ft., the flat comprises 3 bathrooms and 4 balconies. The residential building has 19 floor...",DLF New Town Heights 1,DLF New Town Heights 1,,64025662.0,,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-dlf-new-town-heights-1-sector-90-gurgaon-1930-sq-ft-r4-spid-A64025662
1399,,,Individual,"3 BHK Flat in Sector 62, Gurgaon","3 BHK Flat in Sector 62, Gurgaon",₹5.8 Cr,"₹22,404 /sqft",3.0,3.0,3 BHK,2588.0,"2,588 sqft",Super Built-up,22nd floor,,Ready To Move,,3.0,,,"Emaar digihomes is one of gurgaon's most sought after destination for apartments and this 3 bhk flat in sector 62 gurgaon is your opportunity to be a part of this community. The flat is facing the east direction. The flat is over 2589 sq.Ft. Super built up area and comes with 3 bedroom(s), 3 bathrooms and 3 balconies. The property is located on the 22nd floor of a 32 floors tall building. This ...",Emaar Digihomes,Emaar Digihomes,,87750090.0,,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-emaar-digihomes-sector-62-gurgaon-2589-sq-ft-spid-T87750090
1400,,,Individual,"2 BHK Flat in Sector 62, Gurgaon","2 BHK Flat in Sector 62, Gurgaon",₹3.5 Cr,"₹23,205 /sqft",2.0,2.0,2 BHK,1508.0,"1,508 sqft",Super Built-up,22nd floor,North-East,Ready To Move,,2.0,,,"This 2 bhk flat is located in emaar digihomes, which houses some of the most spacious flats in sector 62 gurgaon. This residential flat is north-East-Facing direction. Constructed on a super built up area of 1508 sq.Ft., the flat comprises 2 bedroom(s), 2 bathrooms and 2 balconies. The property is located on the 22nd floor of a 45 floors tall building. An added advantage of this 1-5 years old f...",Emaar Digihomes,Emaar Digihomes,North-East Facing sector 56 within 2km,87560566.0,,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-emaar-digihomes-sector-62-gurgaon-1508-sq-ft-spid-P87560566
1401,,,Individual,"2 BHK Flat in Sector 66, Gurgaon","2 BHK Flat in Sector 66, Gurgaon",₹2.35 Cr,"₹30,519 /sqft",2.0,2.0,2 BHK,1185.0,"1,185 sqft",Super Built-up,1st floor,East,Ready To Move,,2.0,,,"Check out this 2 bhk apartment for sale in emaar mgf the palm drive, a popular residential project that houses in-Demand flats in sector 66 gurgaon. This residential flat is east-Facing direction. The floor plan additionally contains 2 bedroom(s), 2 bathrooms and 2 balconies. All in all, the flat is spread over a super built up area of 1950 sq.Ft. This flat is situated on the 1st floor of this ...",Emaar MGF The Palm Drive,Emaar MGF The Palm Drive,East Facing SECTOR 56 METRO within 1.5km,,,,
1402,,,Individual,"3 BHK Flat in Sector 90, Gurgaon","3 BHK Flat in Sector 90, Gurgaon",₹2.05 Cr,"₹10,621 /sqft",3.0,3.0,3 BHK,1930.0,"1,930 sqft",Super Built-up,,North,Ready To Move,,3.0,,Garden,"Looking for a 3 bhk property for sale in gurgaon? Buy this 3 bhk flat in dlf new town heights 1 that is situated in sector 90 gurgaon. This property faces the north direction. Containing 3 bedroom(s), 3 bathrooms and more than 3 balconies, this flat is spread over a super built up area of 1930 sq.Ft. This flat lies on the 5th level of a 19 storey building. This 5-10 years old property is availa...",DLF New Town Heights 1,DLF New Town Heights 1,North Facing Private Garden,,,,
1403,,,Individual,"3 BHK Flat in Sector 79, Gurgaon","3 BHK Flat in Sector 79, Gurgaon",₹2.45 Cr,"₹11,395 /sqft",3.0,4.0,3 BHK,2150.0,"2,150 sqft",Super Built-up,,North-East,Ready To Move,,3.0,,,"The flat is north-East-Facing. The flat occupies a super built up area of 2150 sq.Ft. That consists of 3 bedrooms, 4 bathrooms and 3 balconies. This flat lies on the 8th level of a 20 storey building. As the project is already ready to move, so you can easily move into this 0-1 year old property. The flat comes well built with marble flooring options. All the modern amenities such as swimming p...",Bestech Altura,Bestech Altura,North-East Facing Newly Constructed,,,,
1404,,,Individual,"4 BHK Flat in Sector 55, Gurgaon","4 BHK Flat in Sector 55, Gurgaon",₹2.65 Cr,"₹11,276 /sqft",4.0,3.0,4 BHK,2350.0,"2,350 sqft",Super Built-up,7 floor,East,Ready To Move,,3.0,,Garden,"This 4 bhk apartment is available for sale in vastu apartment, one of the most prominent projects for flats in sector 55 gurgaon. This is a east-Facing property. The floor plan additionally contains 4 bedroom(s), 3 bathrooms and 3 balconies. All in all, the flat is spread over a super built up area of 2350 sq.Ft. The flat has a total of 7 floors and this property is situated on 5th floor. Being...",Vastu Apartment,Vastu Apartment,East Facing Private Garden,,,,
1405,,,Individual,"2 BHK Flat in Sector 47, Gurgaon","2 BHK Flat in Sector 47, Gurgaon",₹1.4 Cr,"₹14,388 /sqft",2.0,2.0,2 BHK,973.0,973 sqft,Super Built-up,,,Ready To Move,,,,Garden,"Unitech uniworld gardens 2 in sector 47, gurgaon is a ready-To-Move housing society. It offers apartments in varied budget range. These units are a perfect combination of comfort and style, specifically designed to suit your requirements and conveniences. There are 1bhk, 2bhk and 3bhk apartments available in this project. This housing society is now ready to be called home as families have star...",Unitech Uniworld Gardens 2,Unitech Uniworld Gardens 2,,,,,
1406,,,Individual,"4 BHK Flat in Sector 77, Gurgaon","4 BHK Flat in Sector 77, Gurgaon",₹7.3 Cr,"₹33,953 /sqft",4.0,4.0,4 BHK,3577.0,"3,577 sqft",Built-up,,South,Under Construction,,,,Club House,Excellent location. Expected to be most prime area of gurgaon with lots of residential and commercial development taking place in this area.,DLF Privana South,DLF Privana South,Club house,,,,
1407,,,Individual,"4 BHK Flat in Sector 88A, Gurgaon","4 BHK Flat in Sector 88A, Gurgaon",₹2.8 Cr,"₹12,084 /sqft",4.0,6.0,4 BHK,2317.0,"2,317 sqft",Super Built-up,,East,Ready To Move,,3.0,,,"Check out this 4 bhk apartment for sale in godrej icon, a popular residential project that houses in-Demand flats in sector 88a gurgaon. The flat is north-East-Facing. The floor plan additionally contains 4 bedroom(s), 6 bathrooms and more than 3 balconies. All in all, the flat is spread over a super built up area of 2317 sq.Ft. This flat lies on the 12th level of a 32 storey building. This is ...",Godrej Icon,Godrej Icon,,,,,
1408,,,Individual,"3 BHK Flat in Sector 112, Gurgaon","3 BHK Flat in Sector 112, Gurgaon",₹3.7 Cr,"₹12,780 /sqft",3.0,4.0,3 BHK,2895.0,"2,895 sqft",Super Built-up,8th floor,,Ready To Move,,3.0,,Garden,"This beautiful 3 bhk flat in sector 112 gurgaon is situated in tata gurgaon gateway, one of the popular residential society in gurgaon. This is a west-Facing property. The flat occupies a super built up area of 2895 sq.Ft. That consists of 3 bedrooms, 4 bathrooms and 3 balconies. This flat is situated on the 8th floor of this 24 floors tall residential building. An added advantage of this 5-10 ...",Tata Gurgaon Gateway,Tata Gurgaon Gateway,Private Garden yashoobhumi within 3km,,,,
1409,,,Individual,"2 BHK Flat in Sector 95, Gurgaon","2 BHK Flat in Sector 95, Gurgaon",₹61 Lac,"₹9,453 /sqft",2.0,2.0,2 BHK,645.0,645 sqft,Carpet,14 floor,North-East,Ready To Move,,2.0,,,"This 2 bhk flat is located in rof ananda, which houses some of the most spacious flats in sector 95 gurgaon. This is a north-East-Facing property. Containing 2 bedroom(s), 2 bathrooms and 2 balconies, this flat is spread over a carpet area of 645 sq.Ft. The flat has a total of 14 floors and this property is situated on 9th floor. As the project is already ready to move, so you can easily move i...",ROF Ananda,ROF Ananda,North-East Facing Gated Society,,,,
1410,,,Individual,"3 BHK Flat in Sector 56, Gurgaon","3 BHK Flat in Sector 56, Gurgaon",₹2.8 Cr,"₹13,289 /sqft",3.0,3.0,3 BHK,2107.0,"2,107 sqft",Carpet,,North,Ready To Move,,3.0,,,"This is a north-Facing property. Containing 3 bedroom(s), 3 bathrooms and 3 balconies, this flat is spread over a carpet area of 2107 sq.Ft. This flat lies on the top level of a 6 storey building. An added advantage of this 5-10 years old flat is that it is available for immediate possession as the project is already ready to move. The floor of this flat is beautifully designed using marble flo...",Samanvay Apartment,Samanvay Apartment,North Facing Top Floor,,,,
1411,,,Individual,"3 BHK Flat in Sector 104, Gurgaon","3 BHK Flat in Sector 104, Gurgaon",₹2.8 Cr,"₹12,227 /sqft",3.0,4.0,3 BHK,2290.0,"2,290 sqft",Super Built-up,22nd floor,East,Ready To Move,,3.0,,,"Situated in sector 104 gurgaon, ats triumph is a well planned society that offers a pleasant living experience to its residents. This 3 bhk flat in gurgaon is your opportunity to be a part of this community. The flat is facing the east direction. The flat is over 2290 sq.Ft. Super built up area and comes with 3 bedroom(s), 4 bathrooms and 3 balconies. The property is located on the 22nd floor o...",ATS Triumph,ATS Triumph,East Facing Gated Society,,,,
1412,,,Individual,"4 BHK Flat in Sector 47, Gurgaon","4 BHK Flat in Sector 47, Gurgaon",₹2.75 Cr,"₹11,603 /sqft",4.0,4.0,4 BHK,2370.0,"2,370 sqft",Super Built-up,7th floor,,Ready To Move,,3.0,,,"Situated in sector 47 gurgaon, millenium apartment is a well planned society that offers a pleasant living experience to its residents. This 4 bhk flat in gurgaon is your opportunity to be a part of this community. The flat is over 2370 sq.Ft. Super built up area and comes with 4 bedroom(s), 4 bathrooms and 3 balconies. The property is located on the 7th floor of a 12 floors tall building. This...",Millenium apartment,Millenium apartment,,,,,
1413,,,Individual,"4 BHK Flat in Sector 90, Gurgaon","4 BHK Flat in Sector 90, Gurgaon",₹3.05 Cr,"₹14,914 /sqft",4.0,4.0,4 BHK,2727.0,"2,727 sqft",Super Built-up,,North,Ready To Move,,,,,"Dlf new town heights, sector 90, gurgaon offers a premium lifestyle with its expansive 2727 sq. Ft. Apartments, thoughtfully crafted to deliver both luxury and functionality. This spacious unit features well-Designed 4 bhk layouts with wide balconies, excellent ventilation, and modern interiors, making it ideal for large families seeking comfort and elegance. The project is set within a secure ...",DLF New Town Heights 1,DLF New Town Heights 1,North Facing SHRI RAM Nearby,,,,
1414,,,Individual,"2 BHK Flat in Sector 76, Gurgaon","2 BHK Flat in Sector 76, Gurgaon",₹87.3 Lac,"₹11,718 /sqft",2.0,2.0,2 BHK,745.0,745 sqft,Super Built-up,6th floor,East,Ready To Move,,1.0,,,"The flat is facing the east direction. The flat occupies a super built up area of 745 sq.Ft. That consists of 2 bedrooms, 2 bathrooms and 1 balcony. This flat is situated on the 6th floor of this 14 floors tall residential building. This 1-5 years old property is available for immediate possession as the project is ready to move. The beautifully designed marble flooring enhances the beauty of t...",Suncity Avenue 76,Suncity Avenue 76,East Facing Gated Society,,,,
1415,,,Individual,"4 BHK Flat in Sector 81, Gurgaon","4 BHK Flat in Sector 81, Gurgaon",₹4.7 Cr,"₹14,756 /sqft",4.0,5.0,4 BHK,3185.0,"3,185 sqft",Super Built-up,,East,Ready To Move,,,Servant Room,,"4bhk + family lounge + servant room for sale premium unit Recently renovated 4bhk with family lounge and servant room available for sale. High-Quality interior work Middle floor, corner unit Club & pool-Facing Self-Occupied and very well maintained Price is all-Inclusive (Slightly negotiable) For more details or to schedule a site visit, please feel free to call us. We also have multiple premiu...",Bestech Park View Grand Spa,Bestech Park View Grand Spa,East Facing Gated Society,,,,
1416,,,Individual,"3 BHK Flat in Sector 70A, Gurgaon","3 BHK Flat in Sector 70A, Gurgaon",₹2.55 Cr,"₹13,421 /sqft",3.0,4.0,3 BHK,1900.0,"1,900 sqft",Super Built-up,,East,Ready To Move,,,,Garden,"Bptp astaire gardens is a well-Known residential township in sector 70a, gurugram (Gurgaon) that offers independent floors as a key housing option alongside villas, apartments and plots. These society floors are low-Rise, freestanding homes designed for family living, blending privacy with the advantages of a gated, amenity-Rich community. The independent floors typically range in plot area fro...",BPTP Astaire Gardens,BPTP Astaire Gardens,East Facing Top Floor,,,,
1417,,,Individual,"3 BHK Flat in Sector 79, Gurgaon","3 BHK Flat in Sector 79, Gurgaon",₹2.38 Cr,"₹11,609 /sqft",3.0,3.0,3 BHK,2050.0,"2,050 sqft",Super Built-up,20 floor,East,Ready To Move,,2.0,,,"This is a east-Facing property. The flat occupies a super built up area of 2050 sq.Ft. That consists of 3 bedrooms, 3 bathrooms and 2 balconies. The flat has a total of 20 floors and this property is situated on 10th floor. As the project is already ready to move, so you can easily move into this 0-1 year old property. The floor of this flat is beautifully designed using marble flooring, giving...",Bestech Altura,Bestech Altura,East Facing Newly Constructed,,,,
1418,,,Individual,"3 BHK Flat in Sector 81, Gurgaon","3 BHK Flat in Sector 81, Gurgaon",₹1.4 Cr,"₹8,974 /sqft",3.0,3.0,3 BHK,1560.0,"1,560 sqft",Super Built-up,,,Ready To Move,,,,"Parking, Club House",Park facing view spaces layout semifinished flat all amanties club house basement parking keys in hand any time visit value for money property resanoble price 25% loading space park green area full occupancy,Vipul Lavanya,Vipul Lavanya,St Xavier within 1.5km Silver stick within 2km,,,,
1419,,,Individual,"2 BHK Flat in Sector 36A, Gurgaon","2 BHK Flat in Sector 36A, Gurgaon",₹2.85 Cr,"₹19,269 /sqft",2.0,2.0,2 BHK,1479.0,"1,479 sqft",Super Built-up,,North,Ready To Move,,,,Club House,"It's a ready to move apartment with lavish club house , ultra modern amenities, fine dining restaurant, fully air conditioned flats and lobby area.",Krisumi Waterfall Residences,Krisumi Waterfall Residences,North Facing Newly Constructed,,,,
1420,,,Individual,"3 BHK Flat in MG Road, Gurgaon","3 BHK Flat in MG Road, Gurgaon",₹8.1 Cr,"₹30,089 /sqft",3.0,4.0,3 BHK,2692.0,"2,692 sqft",Super Built-up,,,Ready To Move,,,,Club House,Luxury apartment for sale suncity platinum tower newly built good location beautiful club house all facility in side i have 2 option 3 bhk + srvnt and 4 bhk srvnt immediately sale /rent nine eight one eight seven double five nine seven two.,Suncity Platinum Towers,Suncity Platinum Towers,,,,,
1421,,,Individual,"3 BHK Flat in Sector 89, Gurgaon","3 BHK Flat in Sector 89, Gurgaon",₹1.62 Cr,"₹8,277 /sqft",3.0,3.0,3 BHK,1957.0,"1,957 sqft",Super Built-up,,East,Ready To Move,,,Servant Room,"Swimming Pool, Gym, Garden, Play Area, Badminton Court","Available for sale 1957 sq.Ft ready to move apartment in greenopolis sector 89 gurgaon haryana. 3bhk servant room. All amenities in this society swimming pool, pool table, gym, park, yoga, badminton court, meeting room, kid's play area etc. Prime location dwarka expressway and nh-8. Nearby by school, hospital and mall. Best deal call for more details.",Greenopolis,Greenopolis,East Facing Private Garden,,,,
1422,,,Individual,"3 BHK Flat in Sector 82A, Gurgaon","3 BHK Flat in Sector 82A, Gurgaon",₹2.81 Cr,"₹18,270 /sqft",3.0,3.0,3 BHK,1818.0,"1,818 sqft",Super Built-up,,North-East,Ready To Move,,,,"Power Backup, Security",Property is on the prime location . With all the amenities Near to the nh8 Near to the dwarka expressway 24*7 water supply 24*7 maintenance service 24*7 security guards available. Additional details : The kitchen has been built with modular fittings. Full power backup available. The house has muncipal supply. Each house has a dedicated water tank. You can easily park your car inside the compoun...,DLF The Primus,DLF The Primus,North-East Facing Iffco chowk metro station Nearby,,,,
1423,,,Individual,"3 BHK Flat in Sector 62, Gurgaon","3 BHK Flat in Sector 62, Gurgaon",₹5.9 Cr,"₹22,790 /sqft",3.0,3.0,3 BHK,2588.0,"2,588 sqft",Super Built-up,,North,Ready To Move,Fully Furnished,,,"Gym, Garden","Emaar digi homes sector 62 located in gurgaon. Extention road near golf course road its ready to move property new construction . Floor available 30th fully furnished flat. All amenities in this society park gym , hall, garden area party hall area , Near aipl busniess club , near m3m urbana , nera 54 rapid metro.",Emaar Digihomes,Emaar Digihomes,North Facing Sector 54 Nearby,,,,
1424,,,Individual,"4 BHK Flat in Sector 37D, Gurgaon","4 BHK Flat in Sector 37D, Gurgaon",₹2.7 Cr,"₹12,323 /sqft",4.0,3.0,4 BHK,2191.0,"2,191 sqft",Super Built-up,,,Ready To Move,,,,"Power Backup, Security","4 bhk apartment for sale in bptp terra, sector 37d, gurgaon Spacious 4 bhk apartment available for sale in bptp terra, sector 37d, gurgaon. Well-Designed layout with large bedrooms, attached bathrooms, spacious livingdining area, modern kitchen, and multiple balconies offering ample natural light and ventilation. Located in a secure gated society with 247 security, power backup, landscaped gree...",BPTP Terra,BPTP Terra,,,,,
1425,,,Individual,"4 BHK Flat in Sector-33 Sohna, Gurgaon","4 BHK Flat in Sector-33 Sohna, Gurgaon",₹3.81 Cr,"₹20,483 /sqft",4.0,4.0,4 BHK,2600.0,"2,600 sqft",Super Built-up,,East,Ready To Move,,,,Garden,"4bhk plus servant 2600 sqft. Luxury living at central park aqua front tower Experience the perfect blend of elegance, comfort, and modern design at central park aqua front tower, one of the citys most sought-After residential addresses. This exquisite residence offers panoramic views of the water and lush central park landscapes, creating a serene urban oasis right in the heart of the city. Ste...",Central Park Flower Valley Aqua Front Towers,Central Park Flower Valley Aqua Front Towers,East Facing Private Garden,,,,
1426,,,Individual,"3 BHK Flat in Sector-33 Sohna, Gurgaon","3 BHK Flat in Sector-33 Sohna, Gurgaon",₹4.25 Cr,"₹16,346 /sqft",3.0,5.0,3 BHK,2600.0,"2,600 sqft",Super Built-up,,,Ready To Move,,,,,It's a beautiful property with longest and biggest waterfront in gurgaon itself. Interiors are done so beautifully which is cherry on top. All wood work done with teak wood. Doors height are till ceiling and even beds are hand made with all the teak wood. Kohler and grohe is used as toilet bath fittings.,Central Park Flower Valley,Central Park Flower Valley,GD goenka Nearby Newly Constructed,,,,
1427,,,Individual,"3 BHK Flat in Sector-33 Sohna, Gurgaon","3 BHK Flat in Sector-33 Sohna, Gurgaon",₹2.4 Cr,"₹20,530 /sqft",3.0,3.0,3 BHK,1169.0,"1,169 sqft",Carpet,,North,Under Construction,,,Servant Room,Garden,"It's a 3.5 bhk(3+servant room) unit having 1996 sqft super area. Garden facing unit, vastu compatible entry from north, flat number totals to 9 which is the best number for residence purpose from numerology point of view.",Godrej Nature Plus,Godrej Nature Plus,North Facing Gated Society,,,,
1428,,,Individual,"3 BHK Flat in Sector 48, Gurgaon","3 BHK Flat in Sector 48, Gurgaon",₹3.66 Cr,"₹17,638 /sqft",3.0,3.0,3 BHK,2075.0,"2,075 sqft",Super Built-up,14 floor,North-East,Ready To Move,,3.0,,Garden,"This 3 bhk flat is located in bestech park view city, which houses some of the most spacious flats in sector 48 gurgaon. This is a north-East-Facing property. The flat occupies a super built up area of 2075 sq.Ft. That consists of 3 bedrooms, 3 bathrooms and more than 3 balconies. The flat has a total of 14 floors and this property is situated on 8th floor. This 5-10 years old property is avail...",Bestech Park View City,Bestech Park View City,North-East Facing Private Garden,,,,
1429,,,Individual,"3 BHK Flat in Sector 49, Gurgaon","3 BHK Flat in Sector 49, Gurgaon",₹3.68 Cr,"₹17,092 /sqft",3.0,4.0,3 BHK,2153.0,"2,153 sqft",Super Built-up,8th floor,North-East,Ready To Move,,3.0,,Garden,"This lovely 3 bhk apartment/flat in sector 49 gurgaon is available for sale in one of gurgaon's most popular projects, bestech park view city 2. The flat is north-East-Facing. The flat is over 2153 sq.Ft. Super built up area and comes with 3 bedroom(s), 4 bathrooms and more than 3 balconies. The property is located on the 8th floor of a 14 floors tall building. This 5-10 years old property is a...",Bestech Park View City 2,Bestech Park View City 2,North-East Facing Private Garden,,,,
1430,,,Individual,"3 BHK Flat in Sector 48, Gurgaon","3 BHK Flat in Sector 48, Gurgaon",₹3 Cr,"₹18,404 /sqft",3.0,4.0,3 BHK,1630.0,"1,630 sqft",Super Built-up,,North,Ready To Move,,,,,"Vipul green 3bhk, middle floor, all work complete, gated project with lush green, well maintained flat with sun and park facing, call for more detail and site view.",Vipul Greens,Vipul Greens,North Facing Overlooking Park,,,,
1431,,,Individual,"3 BHK Flat in Sector 102, Gurgaon","3 BHK Flat in Sector 102, Gurgaon",₹1.89 Cr,"₹11,454 /sqft",3.0,3.0,3 BHK,1650.0,"1,650 sqft",Super Built-up,,East,Ready To Move,,3.0,,Garden,"Situated in sector 102 gurgaon, emaar gurgaon greens is a well planned society that offers a pleasant living experience to its residents. This 3 bhk flat in gurgaon is your opportunity to be a part of this community. This residential flat is east-Facing direction. Containing 3 bedroom(s), 3 bathrooms and 3 balconies, this flat is spread over a super built up area of 1650 sq.Ft. The flat has a t...",Emaar Gurgaon Greens,Emaar Gurgaon Greens,East Facing Private Garden,,,,
1432,,,Individual,"3 BHK Flat in Sector 36A, Gurgaon","3 BHK Flat in Sector 36A, Gurgaon",₹3.83 Cr,"₹19,367 /sqft",3.0,2.0,3 BHK,1975.0,"1,975 sqft",Super Built-up,16th floor,East,Ready To Move,,3.0,,Garden,"Looking for a 3 bhk property for sale in gurgaon? Buy this 3 bhk flat in krisumi waterfall residences that is situated in sector 36a gurgaon. This residential flat is east-Facing direction. Containing 3 bedroom(s), 2 bathrooms and 3 balconies, this flat is spread over a super built up area of 1975 sq.Ft. The property is located on the 16th floor of a 34 floors tall building. This is a ready to ...",Krisumi Waterfall Residences,Krisumi Waterfall Residences,East Facing Private Garden,,,,
1433,,,Individual,"3 BHK Flat in Sector 65, Gurgaon","3 BHK Flat in Sector 65, Gurgaon",₹2.65 Cr,"₹20,703 /sqft",3.0,3.0,3 BHK,1280.0,"1,280 sqft",Super Built-up,,,Ready To Move,,,,Gym,"Emaar emerald estate amenities clubhouse Sports facilities - Swimming, gym & health facilities Sanitation & maintenance Upgrade option: Air-Conditioning & modular kitchen Onsite salon, restaurant, & atm. Emaar digi homes have yoga zone & meditation area. Emaar digi homes gurgaon has automation technology. Three levels for clubhouse with indoor & party games. Kids club with swings, slides, music...",Emaar MGF Emerald Estate,Emaar MGF Emerald Estate,,,,,
1434,,,Individual,"2 BHK Flat in Sector 37D, Gurgaon","2 BHK Flat in Sector 37D, Gurgaon",₹70 Lac,"₹12,675 /sqft",2.0,2.0,2 BHK,552.0,552 sqft,Carpet,19 floor,North,Ready To Move,,3.0,,,"This 2 bhk flat is located in signature global the millennia 2, which houses some of the most spacious flats in sector 37d gurgaon. The flat is facing the north direction. Constructed on a carpet area of 552 sq.Ft., the flat comprises 2 bedroom(s), 2 bathrooms and 3 balconies. The residential building has 19 floors in total and the flat for sale is located on the 16th floor. An added advantage ...",Signature Global The Millennia 2,Signature Global The Millennia 2,North Facing euro international school Nearby,,,,
1435,,,Individual,"2 BHK Flat in Sector 65, Gurgaon","2 BHK Flat in Sector 65, Gurgaon",₹2.55 Cr,"₹19,465 /sqft",2.0,2.0,2 BHK,1310.0,"1,310 sqft",Super Built-up,,North-East,Ready To Move,,3.0,,,"M3m skycity is one of the most popular destination for buying apartments/ flats in sector 65 gurgaon. You too can be a part of this society by purchasing this 2 bhk flat here. This is a north-East-Facing property. The flat occupies a super built up area of 1310 sq.Ft. That consists of 2 bedrooms, 2 bathrooms and 3 balconies. This flat lies on the 18th level of a 48 storey building. An added adv...",M3M Skycity,M3M Skycity,North-East Facing Sector 56 metro Nearby,,,,
