property_id,listing_type,property_name,society,rating,reviews,price,per_sqft,bedroom,bathroom,configuration,area,area_with_type,area_type,floor_number,facing,age_possession,furnish_details,balcony,additional_rooms,features,description,address,location,nearby_location,link,property_type,plot_area,plot_area_sqft,total_floors,open_sides,covered_area
79645833,Independent House,"5 Bedroom House in Sector 109, Gurgaon","5 Bedroom House in Sector 109, Gurgaon",N/A,N/A,₹10 Cr,"₹41,152 /sqft",5,6,5 BHK,2430,"2,430 sqft",N/A,N/A,North-East,RESALE,Semi Furnished,,N/A,Garden,"Spacious rooms, there are available 5 bedrooms, semi furnished villa, basement and terrace is extra.",International City by Sobha Phase 1,International City by Sobha Phase 1,North-East Facing Private Garden,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-international-city-by-sobha-phase-1-sector-109-gurgaon-2430-sq-ft-r2-spid-R79645833,House,N/A,N/A,,N/A,N/A
87515670,Independent House,"6 Bedroom House in Palam Vihar, Gurgaon","6 Bedroom House in Palam Vihar, Gurgaon",N/A,N/A,₹4.75 Cr,"₹30,507 /sqft",6,6,6 BHK,1557,"1,557 sqft",N/A,N/A,North-East,RESALE,N/A,,N/A,N/A,173 sq yard house available for sale in palam vihar gurgaon. Please contact us for more details and site visit.,"Palam Vihar, Gurgaon","Palam Vihar, Gurgaon",North-East Facing DPSG school within 3km,https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-palam-vihar-gurgaon-1557-sq-ft-spid-R87515670,House,N/A,N/A,,N/A,N/A
87840000,Independent House,"4 Bedroom House in Sector 48, Gurgaon","4 Bedroom House in Sector 48, Gurgaon",N/A,N/A,₹11.25 Cr,"₹37,879 /sqft",4,4,4 BHK,2970,"2,970 sqft",Covered,N/A,N/A,RESALE,N/A,2.0,N/A,"Garden, Park","Wishing to settle down in an individual house with your family? This well-Built and spacious 4 bhk house for sale in sector 48 gurgaon seems to be an ideal choice for a peaceful abode for a family. The house has over super built up area of 330 sq.Yards and comes with 4 bedrooms, 4 bathrooms and 2 balconies. Your vehicle(s) can be easily parked as this house comes with 1 covered and 2 open parki...",Vipul Tatvam Villa,Vipul Tatvam Villa,Private Garden Gated Society,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-vipul-tatvam-villa-sector-48-gurgaon-2970-sq-ft-spid-F87840000,House,N/A,N/A,,N/A,N/A
88934992,Independent House,"5 Bedroom House in Suncity, Gurgaon","5 Bedroom House in Suncity, Gurgaon",N/A,N/A,₹15.5 Cr,"₹47,839 /sqft",5,6,5 BHK,3240,"3,240 sqft",N/A,N/A,N/A,RESALE,N/A,,N/A,Garden,N/A,"Suncity, Gurgaon","Suncity, Gurgaon",Private Garden Gated Society,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-suncity-gurgaon-49500-sq-ft-spid-B88934992,House,N/A,N/A,,N/A,N/A
88844626,Independent House,"5 Bedroom House in Block M South City 1, Gurgaon","5 Bedroom House in Block M South City 1, Gurgaon",N/A,N/A,₹12 Cr,"₹37,037 /sqft",5,6,5 BHK,3240,"3,240 sqft",N/A,N/A,South,RESALE,N/A,2.0,N/A,N/A,"Do you wish to buy an independent house in block m south city 1, gurgaon. This 5 bhk house looks like an ideal choice for somebody looking for peace of mind. Owing to its key locations, several landmarks like close to metro station and close to market are easily accessible. Constructed on a super built up area of 360 sq.Yards, this house comprises 5 bedrooms, 6 bathrooms and 2 balconies. The ow...","Block M South City 1, Gurgaon","Block M South City 1, Gurgaon",N/A,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-block-m-south-city-1-gurgaon-3240-sq-ft-spid-P88844626,House,N/A,N/A,,N/A,N/A
88348732,Independent House,"3 Bedroom House in Sector 7, Gurgaon","3 Bedroom House in Sector 7, Gurgaon",N/A,N/A,₹4.7 Cr,"₹20,889 /sqft",3,3,3 BHK,2250,"2,250 sqft",N/A,N/A,N/A,RESALE,N/A,,N/A,"Parking, Park",Old constructed house available for sale in sector 7 It is a single storey 3 bhk house of 250 sq yards Top notch location of sector 7 Nearby park and close to main market Ample parking space All basic amenities are available nearby,"Sector 7, Gurgaon","Sector 7, Gurgaon",Gated Society Overlooking Main Road,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-sector-7-gurgaon-2250-sq-ft-spid-F88348732,House,N/A,N/A,,N/A,N/A
88448822,Independent House,"5 Bedroom House in Sector 33, Gurgaon","5 Bedroom House in Sector 33, Gurgaon",N/A,N/A,₹15 Cr,"₹33,200 /sqft",5,5,5 BHK,4518,"4,518 sqft",Covered,N/A,N/A,RESALE,N/A,3.0,N/A,"Parking, Park","Planning to buy an individual house in gurgaon. Then you should definitely check out this 5 bhk house for sale in sector 33 gurgaon, a well-Planned and well-Connected locality in gurgaon. The house has over super built up area of 502 sq.Yards and comes with 5 bedrooms, 5 bathrooms and more than 3 balconies. The houses comes with dedicated 3 covered and 2 open parking space(s) where you can easi...",Unitech Uniworld Resorts,Unitech Uniworld Resorts,N/A,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-unitech-uniworld-resorts-sector-33-gurgaon-4518-sq-ft-spid-G88448822,House,N/A,N/A,,N/A,N/A
87916676,Independent House,"3 Bedroom House in Sector 4, Gurgaon","3 Bedroom House in Sector 4, Gurgaon",N/A,N/A,₹4.35 Cr,"₹19,333 /sqft",3,2,3 BHK,2250,"2,250 sqft",N/A,N/A,North-East,RESALE,N/A,,N/A,Garden,It's 2 story constructed built up house Very well maintained located in a gated premises Having a garden on back side of the house,"Sector 4, Gurgaon","Sector 4, Gurgaon",North-East Facing Gated Society,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-sector-4-gurgaon-2250-sq-ft-spid-G87916676,House,N/A,N/A,,N/A,N/A
86567596,Independent House,"4 Bedroom House in Sector 48, Gurgaon","4 Bedroom House in Sector 48, Gurgaon",N/A,N/A,₹18 Cr,"₹40,000 /sqft",4,5,4 BHK,4500,"4,500 sqft",N/A,N/A,East,RESALE,N/A,,N/A,Garden,"Tatvam villas is one of the most luxurious resort-Based villas community of gurgaon and delhi ncr, executed to a resort standard of design, landscaping & construction. Spread over 50 acres of land bank and developed in well-Planned spacious phases x, y, and z, this secured gated villas community is located on 110 meeter gurgaon-Sohna-Alwar road, just 25 minutes from indira gandhi international ...",Vipul Tatvam Villa,Vipul Tatvam Villa,East Facing Private Garden,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-vipul-tatvam-villa-sector-48-gurgaon-4500-sq-ft-spid-A86567596,House,N/A,N/A,,N/A,N/A
85669434,Independent House,"4 Bedroom House in Nirvana Country, Gurgaon","4 Bedroom House in Nirvana Country, Gurgaon",N/A,N/A,₹15.9 Cr,"₹49,211 /sqft",4,4,4 BHK,3231,"3,231 sqft",N/A,N/A,N/A,RESALE,N/A,,N/A,Park,"Broker's please excuse.... Available park pacing villa for sale in one of the top notch location of nirvana country, for details kindly contact",Unitech Aspen Greens,Unitech Aspen Greens,N/A,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-unitech-aspen-greens-nirvana-country-gurgaon-3231-sq-ft-r1-spid-R85669434,House,N/A,N/A,,N/A,N/A
88073876,Independent House,"11 Bedroom House in Block C, Sushant Lok Phase 1, Gurgaon","11 Bedroom House in Block C, Sushant Lok Phase 1, Gurgaon",N/A,N/A,₹3.5 Cr,"₹63,752 /sqft",11,11,11 BHK,549,549 sqft,N/A,N/A,North-East,RESALE,N/A,,N/A,N/A,N/A,"Block C, Sushant Lok Phase 1, Gurgaon","Block C, Sushant Lok Phase 1, Gurgaon",North-East Facing Huda City within 1km,https://www.99acres.com/11-bhk-bedroom-independent-house-villa-for-sale-in-block-c-sushant-lok-phase-1-gurgaon-549-sq-ft-spid-A88073876,House,N/A,N/A,,N/A,N/A
78122673,Independent House,"4 Bedroom House in Sector 72, Gurgaon","4 Bedroom House in Sector 72, Gurgaon",N/A,N/A,₹6.25 Cr,"₹18,939 /sqft",4,4,4 BHK,3300,"3,300 sqft",Covered,N/A,N/A,RESALE,N/A,3.0,N/A,"Parking, Park","Do you wish to buy an independent house in sector 72 gurgaon. This 4 bhk house looks like an ideal choice for somebody looking for peace of mind. Constructed on a super built up area of 3300 sq.Ft., this house comprises 4 bedrooms, 4 bathrooms and more than 3 balconies. The houses comes with dedicated 2 covered and 2 open parking space(s) where you can easily park your vehicle(s). As the proper...",Tata Primanti,Tata Primanti,Rain Water Harvesting,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-tata-primanti-sector-72-gurgaon-3300-sq-ft-r1-spid-G78122673,House,N/A,N/A,,N/A,N/A
87260246,Independent House,"5 Bedroom House in Sector 10A, Gurgaon","5 Bedroom House in Sector 10A, Gurgaon",N/A,N/A,₹2.85 Cr,"₹31,666 /sqft",5,4,5 BHK,900,900 sqft,N/A,N/A,North,RESALE,N/A,,N/A,Park,"An independent house in sector 10a is available for sale, offering a perfect blend of comfort, convenience, and prime location. The property features spacious rooms, ample natural light, and a well-Planned layout ideal for families seeking a peaceful yet well-Connected neighborhood. Located close to schools, markets, parks, and major roadways, this home ensures easy access to all essential amen...",builder floor,builder floor,North Facing Gated Society,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-sector-10a-gurgaon-900-sq-ft-spid-R87260246,House,N/A,N/A,,N/A,N/A
88886118,Independent House,"4 Bedroom House in Sector 109, Gurgaon","4 Bedroom House in Sector 109, Gurgaon",N/A,N/A,₹9.5 Cr,"₹17,593 /sqft",4,5,4 BHK,5400,"5,400 sqft",N/A,N/A,N/A,RESALE,N/A,,N/A,N/A,"Sobha international city in sector 109 is one of gurgaons most talked-About villa townships, developed by sobha limited with a strong reputation for premium construction and luxury living. The 600 sq yd 4 bhk duplex configuration offers spacious layouts, generous interiors, and high-End finishesideal for families seeking a villa-Style home rather than an apartment",Sobha International City Phase 3,Sobha International City Phase 3,Conscient One within 1km IGI Airport Nearby,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-sobha-international-city-phase-3-sector-109-gurgaon-5400-sq-ft-spid-P88886118,House,600 sq yd,5400,,N/A,N/A
83123006,Independent House,"4 Bedroom House in Sector 84, Gurgaon","4 Bedroom House in Sector 84, Gurgaon",N/A,N/A,₹2.92 Cr,"₹10,814 /sqft",4,4,4 BHK,2700,"2,700 sqft",N/A,N/A,North-East,RESALE,N/A,3.0,N/A,N/A,"On the lookout for a spacious house in gurgaon? Go for this 4 bhk house for sale in sector 84 gurgaon, a well-Connected locality within gurgaon. The property's proximity to landmarks like close to airport, close to highway, close to school and close to mall makes it ideal property for families. Containing 4 bedrooms, 4 bathrooms and more than 3 balconies, this independent house is spread over a...",SS Linden Floors,SS Linden Floors,North-East Facing SIDHESWAR SCHOOL within 250m,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-ss-linden-floors-sector-84-gurgaon-2700-sq-ft-r2-spid-P83123006,House,N/A,N/A,,N/A,N/A
88358606,Independent House,"4 Bedroom House in Sector 60, Gurgaon","4 Bedroom House in Sector 60, Gurgaon",N/A,N/A,₹6.2 Cr,"₹16,402 /sqft",4,5,4 BHK,3780,"3,780 sqft",N/A,N/A,East,RESALE,N/A,,N/A,Garden,Available for sale 4bhk plus servant plus big basement in adani samsara sec-63,Adani Brahma Samsara,Adani Brahma Samsara,East Facing Private Garden,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-adani-brahma-samsara-sector-60-gurgaon-3780-sq-ft-spid-B88358606,House,N/A,N/A,,N/A,N/A
87876654,Independent House,"5 Bedroom House in Sector 48, Gurgaon","5 Bedroom House in Sector 48, Gurgaon",N/A,N/A,₹23.5 Cr,"₹34,722 /sqft",5,7,5 BHK,6768,"6,768 sqft",N/A,N/A,North-East,RESALE,N/A,3.0,N/A,Garden,"Do you wish to buy an independent house in sector 48 gurgaon. This 5 bhk house looks like an ideal choice for somebody looking for peace of mind. Another plus point for the house is that it is situated near close to school, close to hospital, close to market and close to highway. Constructed on a super built up area of 752 sq.Yards, this house comprises 5 bedrooms, 7 bathrooms and 3 balconies. ...",Vipul Tatvam Villa,Vipul Tatvam Villa,North-East Facing Private Garden,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-vipul-tatvam-villa-sector-48-gurgaon-6300-sq-ft-spid-J87876654,House,N/A,N/A,,N/A,N/A
87431176,Independent House,"4 Bedroom House in Sector 4, Gurgaon","4 Bedroom House in Sector 4, Gurgaon",N/A,N/A,₹3.5 Cr,"₹24,306 /sqft",4,4,4 BHK,1440,"1,440 sqft",Built-up,N/A,N/A,RESALE,N/A,,N/A,N/A,"Prime 160 sq. Yards | 2-Storey independent house | top-Notch location A great opportunity to own an old but well-Maintained independent house built on a 160 sq. Yards plot, situated in a top-Notch residential location within a gated block offering a safe and peaceful living environment. Key features: 160 sq. Yards plot area 2-Storey built-Up structure 2 bhk on each floor Old construction but we...","Sector 4, Gurgaon","Sector 4, Gurgaon",N/A,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-sector-4-gurgaon-1440-sq-ft-spid-L87431176,House,N/A,N/A,,N/A,N/A
88652284,Independent House,"13 Bedroom House in DLF Phase 2, Gurgaon","13 Bedroom House in DLF Phase 2, Gurgaon",N/A,N/A,₹10 Cr,"₹51,680 /sqft",13,14,13 BHK,1935,"1,935 sqft",Covered,N/A,N/A,RESALE,N/A,3.0,N/A,"Parking, Park","Are you planning to buy your dream home? You can consider this well-Built 13 bhk house for sale in dlf phase 2, gurgaon and make it your new address. Containing 13 bedrooms, 14 bathrooms and more than 3 balconies, this independent house is spread over a super built up area of 215 sq.Yards. Your vehicle(s) can be easily parked as this house comes with 2 covered and 1 open parking. This is a read...",M block,M block,Stone Flooring Gated Society,https://www.99acres.com/13-bhk-bedroom-independent-house-villa-for-sale-in-dlf-phase-2-gurgaon-1935-sq-ft-spid-E88652284,House,N/A,N/A,,N/A,N/A
88874024,Independent House,"2 Bedroom House in Rajendra Park, Gurgaon","2 Bedroom House in Rajendra Park, Gurgaon",N/A,N/A,₹80 Lac,"₹13,675 /sqft",2,1,2 BHK,585,585 sqft,N/A,N/A,N/A,RESALE,Unfurnished,,N/A,Park,"This 2 bhk independent house in rajendra park, gurgaon offers 585 sq.Ft. Of unfurnished living space with 2 bedrooms and 1 bathroom. Located near palam vihar vyapar kendra and key amenities like r k hospital, it is a 5-10 year old property available for immediate sale, ideal for those seeking a ready-To-Move home.","Rajendra Park, Gurgaon","Rajendra Park, Gurgaon",N/A,https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-rajendra-park-gurgaon-585-sq-ft-spid-D88874024,House,N/A,N/A,,N/A,N/A
87772212,Independent House,"12 Bedroom House in Uppals Southend, Gurgaon","12 Bedroom House in Uppals Southend, Gurgaon",N/A,N/A,₹24 Cr,"₹48,000 /sqft",12,14,12 BHK,5000,"5,000 sqft",Covered,N/A,North,RESALE,N/A,3.0,N/A,"Parking, Garden, Park","Are you planning to buy your dream home? You can consider this well-Built 12 bhk house for sale in uppals southend, gurgaon and make it your new address. The floor plan additionally contains 12 bedrooms, 14 bathrooms and 3 balconies. All in all, the independent house is spread over a super built up area of 5000 sq.Ft. There are 12 covered & 3 open parking available with this house. Being a read...",Uppal Southend,Uppal Southend,North Facing Private Garden,https://www.99acres.com/12-bhk-bedroom-independent-house-villa-for-sale-in-uppal-southend-uppals-southend-gurgaon-4800-sq-ft-spid-I87772212,House,N/A,N/A,,N/A,N/A
87500450,Independent House,"4 Bedroom House in Sector 4, Gurgaon","4 Bedroom House in Sector 4, Gurgaon",N/A,N/A,₹4.4 Cr,"₹19,556 /sqft",4,3,4 BHK,2250,"2,250 sqft",N/A,N/A,N/A,RESALE,N/A,,N/A,Park,1.5 storey north east facing property available for sale Top notch location of sector 4 Gated pocket Well maintained house All wooden work has been done Airy and spacious room design Top notch location A steal deal Nearby park Close to market Walking distance from main market,"Sector 4, Gurgaon","Sector 4, Gurgaon",N/A,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-sector-4-gurgaon-2250-sq-ft-spid-M87500450,House,N/A,N/A,5.0,N/A,N/A
86409858,Independent House,"4 Bedroom House in Tikri, Gurgaon","4 Bedroom House in Tikri, Gurgaon",N/A,N/A,₹11.25 Cr,"₹34,722 /sqft",4,4,4 BHK,3240,"3,240 sqft",N/A,N/A,North,RESALE,N/A,,N/A,"Swimming Pool, Gym, Garden, Security","Tatvam villas, gurgaon is a premium residential community located in sector 48, along sohna road. Developed by vipul limited, it offers spacious, independently designed luxury villas spread across a lush, green landscape. The project features modern architecture, private gardens, and world-Class amenities such as a clubhouse, swimming pool, gym, spa, walking trails, and 24/7 security. Known for...",Vipul Tatvam Villa,Vipul Tatvam Villa,North Facing Private Garden,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-vipul-tatvam-villa-tikri-gurgaon-3240-sq-ft-spid-C86409858,House,N/A,N/A,,N/A,N/A
71620610,Independent House,"4 Bedroom House in Sector 48, Gurgaon","4 Bedroom House in Sector 48, Gurgaon",N/A,N/A,₹12.5 Cr,"₹38,580 /sqft",4,4,4 BHK,3240,"3,240 sqft",N/A,N/A,East,RESALE,N/A,,N/A,Garden,"Tatvam villas is one of the most luxurious resort-Based villas community of gurgaon and delhi ncr, executed to a resort standard of design, landscaping & construction. Spread over 50 acres of land bank and developed in well-Planned spacious phases x, y, and z, this secured gated villas community is located on 110 meeter gurgaon-Sohna-Alwar road, just 25 minutes from indira gandhi international ...",Vipul Tatvam Villa,Vipul Tatvam Villa,East Facing Private Garden,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-vipul-tatvam-villa-sector-48-gurgaon-3240-sq-ft-r2-spid-J71620610,House,N/A,N/A,,N/A,N/A
87455416,Independent House,"4 Bedroom House in Sector 72, Gurgaon","4 Bedroom House in Sector 72, Gurgaon",N/A,N/A,₹15.5 Cr,"₹18,235 /sqft",4,4,4 BHK,8500,"8,500 sqft",Covered,N/A,North-East,RESALE,N/A,3.0,N/A,"Parking, Garden, Park","Check out this 4 bhk house for sale in sector 72 gurgaon, a popular residential locality that contains many of the in-Demand properties in gurgaon. Containing 4 bedrooms, 4 bathrooms and more than 3 balconies, this independent house is spread over a super built up area of 8500 sq.Ft. The houses comes with dedicated 4 covered and 2 open parking space(s) where you can easily park your vehicle(s)....",Tata Primanti,Tata Primanti,North-East Facing Private Garden,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-tata-primanti-sector-72-gurgaon-7000-sq-ft-spid-Z87455416,House,N/A,N/A,,N/A,N/A
88027824,Independent House,"5 Bedroom House in Sector 33, Gurgaon","5 Bedroom House in Sector 33, Gurgaon",N/A,N/A,₹13 Cr,"₹28,774 /sqft",5,5,5 BHK,4518,"4,518 sqft",Covered,N/A,N/A,RESALE,N/A,3.0,N/A,"Parking, Garden, Park","Looking to buy an independent house in gurgaon? Do check out this 5 bhk house in sector 33 gurgaon, which is an ideal choice for a family. Constructed on a super built up area of 502 sq.Yards, this house comprises 5 bedrooms, 5 bathrooms and more than 3 balconies. The owner of the house also gets 3 covered and 2 open parking slot(s) to park their car safely. Being a ready to move house, you can...",Unitech Uniworld Resorts,Unitech Uniworld Resorts,Private Garden Recently Renovated,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-unitech-uniworld-resorts-sector-33-gurgaon-4518-sq-ft-spid-J88027824,House,N/A,N/A,,N/A,N/A
